county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
Philadelphia County,Pennsylvania,TRUE,2014,822716,6.6,5.6,5.4,6.1,8.2,9.9,8,6.5,5.5,5.9,6.3,6.2,5.5,4.4,3.1,2.3,1.9,2.6,737581,7.6,6,6.6,6.8,8.5,10.2,8.3,6.6,5.8,6,6.2,6,4.9,3.7,2.5,1.8,1.3,1.1
Schuylkill County,Pennsylvania,FALSE,2014,71425,4.9,5.7,5.5,5.1,4.9,5,6.1,4.6,7,6.7,7.2,7.3,7.5,5.7,5.4,3.6,3,4.7,74372,4.6,5,6.7,5.1,5.6,6.1,6.4,6,7.7,8,7.7,7,7.7,5.4,4.1,2.5,2.7,1.6
Somerset County,Pennsylvania,FALSE,2014,36532,4.5,5.3,5.3,5.6,4.9,4.8,5,4.7,6.5,6.5,7.8,9.1,6.5,6.1,5.5,4.5,3.7,4,39686,4,5.2,5,5.3,6.6,7,6,5.9,7.3,7.1,8,7.2,8.1,5.4,4.8,2.9,2,2.4
Washington County,Pennsylvania,FALSE,2014,106760,4.6,5,5.9,6,5.7,4.9,5.2,5.8,6,6.8,7.8,8.2,6.9,6.4,4.2,4.2,2.4,3.9,101427,5.3,5.7,5.8,7,6.3,5.5,5.6,4.9,6.9,6.9,7.9,7.9,7.5,6.1,3.8,3,2,1.9
Westmoreland County,Pennsylvania,FALSE,2014,184026,4.4,4.5,5.7,5.4,5.2,4.8,5.4,5.1,5.8,7,7.9,8.5,7.4,6.8,4.7,3.7,3.2,4.5,175294,4.9,5.6,5.5,6,6.3,5.3,5.5,5.3,6.3,7.1,7.9,8.3,7.8,6.3,4.5,3.3,1.9,2.4
York County,Pennsylvania,TRUE,2014,222163,5.5,6.1,6.1,5.9,6.1,5.5,6,5.1,7.5,7.1,7.7,7.6,6.1,5.2,4.3,3.1,2.8,2.2,218592,5.9,6,7.4,6.9,6.1,6,5.8,6.6,6.3,7.2,7.8,7.4,6.3,5.2,3.6,2.6,1.8,1.2
Kent County,Rhode Island,FALSE,2014,85619,4.8,5,5.1,4.6,6.2,5.5,6.4,4.6,7.2,7.1,8.9,8.9,6.2,6.5,3.6,2.5,3.1,3.9,79509,4.8,6,5.7,5.7,5.9,6.5,6,7.8,5.6,7.2,8.4,8.4,6.3,5,4.1,2.1,1.6,2.9
Newport County,Rhode Island,TRUE,2014,41586,3.6,3.7,5.3,7.5,5.3,5.2,5.2,5.3,6.1,7.9,8.1,6.7,8.7,7.4,4.2,4.2,2.3,3.3,40772,5.2,4.5,5.9,7.4,5.8,6.3,6.3,6.4,5.7,6.4,8.1,7.4,7.3,6.3,4.2,3.3,1.7,1.8
Providence County,Rhode Island,TRUE,2014,325613,5.4,5.3,5.8,6.9,8,7.4,6.6,6.6,5.5,6.8,7,6.4,6.1,4.6,3.2,2.5,2.3,3.5,306361,6.1,6.5,5.7,7.3,8.4,8.2,7.1,6.2,6.2,6.9,7,6.3,6,3.9,3.2,2,1.6,1.5
Washington County,Rhode Island,FALSE,2014,65316,3.6,4,5.5,8.8,9,4.7,4,3.9,6.2,7,8.3,8,7.4,6,4.1,2.6,3.6,3.3,61337,4,4.3,6.9,9.6,9.6,4.3,4.4,3.1,7.1,7.3,8.1,7.6,7.3,5.6,4.5,2.5,1.8,1.9
Aiken County,South Carolina,TRUE,2014,84373,5.1,5.6,6,6,5.9,5.9,6.6,6.1,5.7,6.3,7.3,7.3,7,5.7,5.3,2.8,3.4,2.1,80380,6.7,6.3,6.7,7,6.1,5.8,6.8,4.5,7.4,6.1,7.2,6.4,7.5,5.5,4.3,2,2.4,1.4
Anderson County,South Carolina,TRUE,2014,99455,5.6,7.1,5.6,6.6,5.5,5.8,5.8,5.9,6.5,6.2,7.7,7.4,5.9,5.4,4.9,3.3,2.4,2.3,93355,5.9,6.9,7.1,7,6.6,5.8,5.7,6,6.1,6.9,7.4,6.9,6.4,5.1,4.4,3.1,1.2,1.5
Beaufort County,South Carolina,TRUE,2014,89455,5.4,5.4,5.6,5.7,4.2,7,5.6,2.9,7.2,5.6,6.1,6.6,7.8,9.1,6.4,3.7,2.9,2.9,86397,5.9,7.4,4.5,6.5,8,6.1,6.1,5.1,5.1,5.1,4.9,6.1,5.6,7.3,7.4,4.5,2.1,2.2
Berkeley County,South Carolina,TRUE,2014,99176,6.5,6.9,6.5,5.8,6.2,7.3,6.1,7.7,7,6.6,6.9,6.8,6.1,4.9,3.9,1.6,1.3,1.8,99029,7,7.7,6.1,6.8,8.8,7.8,6.2,5.5,8.2,7,6.5,5.9,5.3,5.1,2.4,1.9,1.1,0.6
Charleston County,South Carolina,TRUE,2014,196425,5.7,5.3,5.2,5.4,7.3,9.1,7.7,6.4,5.7,5.9,6.9,6.5,7,5.6,3.5,2.4,1.9,2.3,184590,6.4,6.3,5.3,6.3,7.7,9,8.3,6.2,6.5,6,6.7,6.2,6,5.7,2.7,2.2,1.2,1.2
Darlington County,South Carolina,FALSE,2014,35480,5.4,7.3,5.1,6.1,6,5.4,6.5,4,7.1,6.4,7.9,8,7.1,6.9,3.4,3.5,2.5,1.6,32319,6.3,7.7,6.1,9.5,5.6,5.4,5.3,4.1,7.4,7.6,6.3,5.5,8.4,5,4.5,2.8,1.6,0.9
Dorchester County,South Carolina,TRUE,2014,75437,5,7.2,6.9,7.3,5.8,6.7,7.3,8,6.1,7.4,7.6,6.4,5.6,4.4,3.2,2.1,1.4,1.4,73032,7.4,8.3,7,7.1,6.1,7.7,7.6,7.3,5,7.1,7.2,6.3,4.8,4.8,2.6,1.9,1.1,0.5
Florence County,South Carolina,FALSE,2014,74518,5.8,5.2,7.6,6.4,7,6.1,6.1,6.7,6.3,6.3,7,5.8,7.9,5.5,3.6,2.8,1.9,2.2,64713,6.9,8.3,6.6,7.1,6.7,6.4,5.9,6,6.7,6.3,6.6,5.6,7.5,5.2,3.8,2.6,1.1,1
Greenville County,South Carolina,TRUE,2014,247561,6,6.2,6.5,6.3,6.6,6.6,6.6,6.8,6.4,6.7,6.9,6.5,6.1,5.2,3.9,2.5,2.2,2,235191,6.8,7.4,6.4,6.6,7.1,7,6.6,6.6,7.1,6.5,7.1,6.4,5.5,4.7,3.3,2,1.3,1.5
Greenwood County,South Carolina,TRUE,2014,37353,6,6.1,5.5,7.6,7.2,6.6,5.6,5.5,6.6,6.4,6.3,6.2,6.2,5.6,4.1,2.5,1.6,4.5,32167,5.4,6.7,9,6.3,8.3,5.2,6,6.1,6.1,6,6.8,7.6,5,5.3,4.1,3.4,1.1,1.7
Horry County,South Carolina,TRUE,2014,153402,4.8,4.9,5.5,5.3,5.9,6.3,5.9,5.5,6,6.1,7.1,7.1,8.6,7.2,6.2,3,2.3,2.3,145430,5.8,4.8,6.4,5.4,6.3,6.9,5.9,6.2,5.9,5.9,6.7,7.1,6.9,7,6,4.1,1.8,1
Lancaster County,South Carolina,TRUE,2014,42361,4.6,6.4,6.9,4.3,6.5,5.5,6.2,5.9,8.1,5.8,6.2,5.9,7.4,7.9,4.1,3.7,2.5,2.1,40799,7,6.7,4.7,7.4,7.1,4.2,5.6,8,6.3,7,6.3,7.4,5.3,6.5,4.6,2,2.7,1.3
Laurens County,South Carolina,TRUE,2014,34043,5.1,6.9,4.7,7.1,7.4,6,4.6,4.6,7.6,6.6,7.3,7.4,6.4,6.1,4,1.6,3.2,3.3,32490,5.3,7.9,7,7.4,7,5.4,5.2,3.8,8.7,6,8.1,7.2,6.2,6.4,2.9,2,2.6,1
Lexington County,South Carolina,TRUE,2014,142435,5.7,6.3,6.8,5.9,5.4,6.5,6.4,7.1,6.9,6.8,7.8,7.4,5.6,4.8,4.1,2.5,1.9,2.1,135453,6.6,6.6,7.5,6.1,6.7,6.7,6.5,6.5,7.2,6.6,7.6,6.9,5.7,4.9,3.6,2.1,1.1,1.1
Oconee County,South Carolina,TRUE,2014,37827,5.8,5.8,4.2,5,5,5.8,5.4,5.7,5.2,6.2,7.4,8.1,8.2,8.2,4.9,4.6,3,1.6,37365,4.8,5.9,7.1,5,7.7,5.8,4.9,4.8,5.7,6.5,6.9,6,8.8,8.1,4.9,3,2.4,1.7
Orangeburg County,South Carolina,FALSE,2014,47647,6.1,6.4,5.3,6.2,8.6,6.1,5.8,3.8,6.1,6.1,7.1,7.3,6.7,5,5.4,3.3,1.3,3.3,42443,5.6,8,5.4,8.4,8.1,6.6,5.4,6.7,3.9,5.7,7.6,5.7,7.6,5.6,4,3.2,1.4,1.2
Pickens County,South Carolina,TRUE,2014,60868,6,5,5.5,8.5,11.9,6,4.9,5.1,5.2,6.3,6.6,6.6,5.3,5.3,4.7,3,2.5,1.6,59500,5.3,7,4.5,9.3,12.7,7.4,5.4,4.6,6.3,6.1,6,5.4,6.4,5.7,3.1,2.4,1.1,1.2
Richland County,South Carolina,TRUE,2014,208115,5.9,5.8,6.1,8.3,10,7.3,7.1,6.1,6.3,6.1,6.7,6.7,5.2,4.6,2.8,2,1.8,1.5,193451,6,6.9,5.9,8.7,12.5,7.9,7.4,6.5,5.8,5.9,6.1,5.6,5.1,3.6,2.7,1.7,1.2,0.6
Spartanburg County,South Carolina,TRUE,2014,151140,6,6.4,6.4,5.9,7.8,6.2,6.1,6.1,6.2,6.5,7,7.5,5.5,5.4,3.9,2.9,2.3,1.8,142402,6.7,7.1,7.1,7,7.1,6.3,6.5,5.8,6.8,6.9,6.9,6.7,5.4,5.5,3.2,2.2,1.6,1.2
Sumter County,South Carolina,FALSE,2014,56234,6.1,6.3,7.1,6.5,7.6,6.4,6,5.2,6.6,6.2,7.5,6.4,6.1,5,3.6,3.5,1.4,2.4,51685,7,7.4,7.5,7.7,8.9,6,5.4,4.8,8.3,5.9,7,6.2,5.2,4.5,3.2,2.8,1,1.1
York County,South Carolina,TRUE,2014,126740,6,6.3,6.7,6.9,6.2,6.2,6,8,6.5,7.5,7,6.1,6.3,5.4,3.2,3,1.3,1.5,118606,6.6,7.1,7.7,7.7,6.2,5.5,5.9,6.9,7.2,7.8,7.2,6.8,5.2,4.8,3.3,2.1,1.3,0.6
Minnehaha County,South Dakota,TRUE,2014,91385,6.8,6.3,7.4,6.6,7,7.9,7.2,6.2,6.2,5.7,6.8,6.6,5.2,4.7,2.8,1.7,2.3,2.7,91497,8.6,6.3,7.5,6.8,7.1,7.3,8.3,6.4,6.8,6,7.1,7.5,3.9,4,2.4,1.6,1.3,1.1
Pennington County,South Dakota,TRUE,2014,54495,7.2,7.9,5,5,7.1,7.9,6.7,5.6,5.6,5.5,6.4,8.7,5.6,4.6,3.7,3.1,2.4,2,53747,7.2,6.4,7.9,5.7,6.4,8.5,6.7,5.6,5.5,5.6,6.9,7.1,6.4,5.2,3.5,2.2,1.4,1.9
Anderson County,Tennessee,TRUE,2014,38990,4.8,6,5,5.5,5.8,5.2,6.3,5.4,5.8,6.7,7.3,7.4,8.3,6.8,4.1,5.3,1.7,2.8,36538,5.4,7.7,5.2,5.6,6.5,5.1,6,5.3,6.2,7.1,7.5,8,6.9,6.9,3.7,3.2,2.5,1.2
Blount County,Tennessee,TRUE,2014,64640,4.2,6,6.2,6,5.7,5.2,6,5,7.2,6.8,7.5,7.2,6.8,6.6,5,3.9,1.8,3,61699,5.8,6.6,5.7,6.6,6.1,5.8,5.1,6.4,6.9,6.6,7.6,8.3,5.8,6.1,4.6,2.9,2,1.1
Bradley County,Tennessee,TRUE,2014,52764,5.8,5.8,6.7,6.3,6.7,6.2,5.7,6.3,6.8,6.8,7,6.8,5.7,5.2,4.8,2.9,2.2,2.2,50211,4.7,7.3,7.3,7.2,7.5,6.4,6,5.1,7.9,7.2,6.9,4.7,7.1,4.9,4.1,3.1,1.3,1.3
Davidson County,Tennessee,TRUE,2014,347218,6.8,5.6,5.4,5.5,7.7,10.2,8.9,6.8,6.3,5.9,6.5,6.3,5.6,3.8,3,2.2,1.8,1.8,321129,7.1,6.4,5.8,6,7.5,9.9,9.4,7.6,6.9,6.3,6.5,6.1,5,3.7,2.3,1.6,1.1,0.9
Greene County,Tennessee,TRUE,2014,35189,5,4.9,6.6,5.3,5.5,5.2,5.3,6.1,6.3,6.7,7.8,8.1,6.5,7.7,4.2,4.4,1.5,2.9,33146,4.4,5.9,5.7,7,6.1,4.9,5.7,7,5.2,7,7.9,6.7,7.7,5.4,6.8,3.3,2,1.4
Hamilton County,Tennessee,TRUE,2014,182520,5.5,6.1,5.4,5.8,6.6,7,6.7,6.2,6.1,6.3,7.1,6.7,7,5.9,3.4,2.7,2.8,2.8,168700,6.3,6.5,6.1,6.3,7,7,6.7,6.7,6.5,6.6,7,7,6.3,5.1,3.5,2.2,2.1,1.1
Knox County,Tennessee,TRUE,2014,231153,5.5,5.9,5.8,6.1,8.9,6.6,6.7,6,6.4,6.4,7,6.3,6.3,5.4,3.6,2.8,2,2.5,217491,6.3,6.7,5.9,6.9,9.8,6.4,6.8,6.2,7,6.1,7,6,6.1,4.7,3.1,2.3,1.5,1.2
Madison County,Tennessee,TRUE,2014,51362,6.4,6.2,5.9,6.2,7.9,6.8,5.8,6.6,5.3,6,7.2,6.9,6.4,6,3.2,2.4,2.1,2.8,46816,6.7,6.8,6.6,8.2,7.1,8,5.8,5.6,6,6.4,6.9,7.7,4.8,4.4,3.9,2.2,1.7,1.1
Maury County,Tennessee,TRUE,2014,44594,5.8,7.4,5.4,6.8,4.3,6.9,6,7.1,6.3,6.7,7.3,7.6,6.2,5.7,3.6,2.9,2.4,1.5,40921,7.2,5.3,8.2,5.5,8.1,5.4,6.3,7.2,5.7,7.4,6.6,7.7,6,4.3,4.4,3.2,0.9,0.5
Montgomery County,Tennessee,TRUE,2014,95428,8.5,7.9,7,6.3,8.6,9.5,8.6,6,6.8,6.1,5.6,4.9,4.3,4.1,2,2.5,0.5,0.7,94533,8.5,7.6,7.6,6.3,10,10.7,8.2,7.1,6.2,5.9,5.8,4.2,4.3,2.9,2,1.8,0.7,0.3
Putnam County,Tennessee,TRUE,2014,37645,5.8,5.8,4.6,8.1,10.2,5.9,5.5,6.4,4.8,6.1,6.3,7,5.8,4.8,4.9,3.6,2.2,2.1,36520,5,5.6,7.4,8.9,12,5.7,6.2,6,5.4,5.9,5.9,5.4,6.1,5.2,3.5,2.9,1.9,0.8
Robertson County,Tennessee,TRUE,2014,34675,6.9,6.1,6.8,5.6,6.2,5.9,7.7,5.8,6.9,6.6,8.2,7.5,5.2,5,3.2,2.4,2.2,1.8,33404,6.3,8,7.6,7.8,5.5,5.5,6.9,5.7,7.8,6.7,7.7,8.5,4.2,4.3,3.4,2.1,1.2,0.9
Rutherford County,Tennessee,TRUE,2014,146585,6.4,7.2,6.6,8.1,9.2,6.5,7.6,7.4,6.9,6.8,6.5,5.7,4.7,3.1,3,1.8,1.3,1.2,142321,6.5,8.4,6.6,7.9,9.7,7.4,7.6,6.3,8.1,6.7,6,5.5,4.3,3.5,2.6,1.6,0.9,0.5
Sevier County,Tennessee,TRUE,2014,47596,4.6,5.6,5.3,5.9,5.7,5.7,5.7,4.5,7.7,7.3,7.6,7.4,7.6,6,5.9,3.1,2.1,2.2,47514,5.9,6.6,7.4,7.1,6.4,5.2,5.9,5.4,6.5,6.8,6.9,7.9,5.6,5,5.8,3,1.6,0.9
Shelby County,Tennessee,FALSE,2014,491461,6.7,6.3,7,6.6,7.3,7.2,6.9,6.3,6.6,6.5,6.9,6.9,5.8,4.2,3.1,1.9,1.8,2.1,447342,7.9,7.4,7.4,7.4,7.9,7.5,7,6.5,6.3,6.3,6.8,6.4,5.4,4.1,2.3,1.4,1.2,1
Sullivan County,Tennessee,FALSE,2014,80726,4.8,5.2,5.1,5.6,5.6,5.3,5,5.9,6.5,6.6,7.4,7.3,7.3,7,5,4.5,2.7,3,76321,5,6.1,6.4,6.4,5.8,5.3,5.3,4.8,7.2,7.3,7.4,8.6,6,6.2,5,2.9,2.3,1.9
Sumner County,Tennessee,TRUE,2014,87348,5.5,6.7,6.1,6.9,5.6,5.8,6.6,6.5,7.2,6.5,7.8,6.8,5.8,5.6,3.8,2.2,2.4,2.3,85358,6.9,7.5,7.5,6.9,5.3,6,6.1,7.1,7,7.2,7.2,6.3,5.8,4.4,4.4,2.2,1.4,0.9
Washington County,Tennessee,TRUE,2014,65849,5.5,4.4,6.6,6.7,9.1,6.1,6.3,5.3,6.6,5.9,6.7,6.3,6.7,6.5,3.3,4.2,2.2,1.5,60393,4.9,6,5.4,7.4,4.7,10.1,5.7,7.5,5.7,6.2,7.4,5.5,7.5,5.3,4.8,2.9,1.1,1.8
Williamson County,Tennessee,TRUE,2014,104339,5.2,7.1,8.9,6.8,4.7,3.8,5.3,7.8,8.5,8.2,8.3,7.6,5.3,4.7,2.4,1.7,1.7,1.9,100887,6.7,7.7,9.7,8.6,5,4.6,4.6,4.7,9.5,8,7.9,7.7,5,4.1,2.6,1.2,1.5,0.8
Wilson County,Tennessee,TRUE,2014,63672,5.4,6.9,6.1,5.9,6.1,5,6.1,7.1,6.8,7.2,8.4,7.1,6.9,6,3.1,2.5,2.2,1.4,61704,6,7.1,8.1,6.9,5.5,4.7,6.9,6.7,6.9,6.9,8,7.3,5.6,5.5,3.5,3,0.8,0.6
Angelina County,Texas,FALSE,2014,44534,5.8,7.5,6.9,8.9,5.9,5.4,5.3,7.5,6.1,5,7.3,4.5,5.7,5.6,4.4,2.6,1.4,4.3,43216,8.2,8.7,6.4,7.1,6.9,5.9,6.9,6.8,5.8,5.1,6.6,7.6,4.4,4.6,3,2.7,1.3,1.9
Bastrop County,Texas,TRUE,2014,37823,4.3,5.6,8.5,9,4,5.6,7.7,4.3,7.1,7.4,7.1,6.8,9.3,5.1,3.2,1.9,1,2.2,40246,8.2,8.8,6.6,6.8,4.1,6.9,5.7,6.3,8.1,7.3,5.6,6.4,7.8,4,3.8,1.9,0.8,0.9
Bell County,Texas,TRUE,2014,164492,8.7,7.1,7.5,6.4,8.5,8.8,7.8,6.6,6.4,5.6,6,4.5,5.1,3.9,2.6,1.3,1.4,1.9,164648,8.6,7.8,7.7,7.1,10.3,9.6,7.9,6.5,6.1,5.3,5.5,5,3.7,3.1,2.2,1,1.3,1.1
Bexar County,Texas,TRUE,2014,942643,7,7.7,6.5,6.8,7.4,7.7,7.4,6.8,6.5,6.2,6.4,5.9,5,4.1,2.9,2.2,1.7,1.7,913223,7.5,7.5,7.6,7.7,8.1,8.3,7.8,6.8,6.5,6.1,6.3,5.5,4.5,3.7,2.4,1.6,1.2,1.1
Bowie County,Texas,TRUE,2014,46585,5.9,7.2,5.8,6.4,6.6,6.7,4.4,8.1,6.6,5.6,6.6,7,5.7,4.6,4.9,3.1,2.8,2.2,46690,6.5,9.3,5.2,6.6,7.2,6.6,5.9,8,7.2,6.8,6.5,6.3,5.2,5,3.1,1.9,1.4,1.4
Brazoria County,Texas,TRUE,2014,168102,7.2,7.9,7.6,6.8,6,6.3,7.3,8.3,6.6,6.4,6.5,6.4,5.2,3.5,3.4,2.3,1.3,1.1,170022,7,7.7,7.9,6,6.6,6.2,8.2,6.4,8.3,7,7.2,6.3,5.1,3.7,2.8,2.1,0.7,0.6
Brazos County,Texas,TRUE,2014,102875,6.3,5.7,5.4,9.8,20,8.6,6.9,5.2,5,5.1,4.6,4.1,4.2,2.7,2.4,1.5,1.3,1.3,106277,6.2,5.8,5.5,11.4,21.6,8.4,7.9,5.4,4.2,4.6,4.3,3.6,3.9,2.9,1.7,1.2,1.1,0.5
Cameron County,Texas,FALSE,2014,217234,8.3,8,8.9,7.8,6.9,6,6.1,6.3,6.8,5.7,5.7,5.5,4.6,4.6,2.6,2.4,1.8,2,203158,9.4,9.2,9.2,8.8,8,6.4,6,6.2,6.1,5.3,5.1,4.8,4.2,4,2.6,2.1,1.3,1.3
Baldwin County,Alabama,TRUE,2014,101827,5.2,5,7.3,6.3,4.5,5.6,5.7,5.2,6.7,6.3,8.1,7.1,7.3,5.8,5.8,2.9,2.8,2.4,98284,5.8,6.4,7.4,6.4,5.3,5.5,6.6,5.8,7,5.9,6.6,6.6,6.7,6,4.8,3.3,2.5,1.4
Calhoun County,Alabama,FALSE,2014,60467,5.6,5.2,6.5,6.3,6.8,6.6,6.4,6.3,5.6,6.1,7,6.9,7,5.7,4,2.9,3.4,1.8,55449,6,5.2,7.9,7.8,6.6,6.3,6,7.4,6.3,6.2,7.2,5.2,8,5.4,3.7,2.1,1.9,1
Cullman County,Alabama,TRUE,2014,41177,5.6,5.7,6.5,5.4,6.9,5.7,5.4,6.5,5.4,7.2,6.8,8.2,5.1,5.9,5.1,3.1,2.6,2.8,40112,6.3,5.2,8.1,6.4,6.4,6.1,6.7,4.2,7.6,6.5,7.3,8.2,5.5,4.2,5.4,3.4,2.1,0.4
DeKalb County,Alabama,FALSE,2014,35037,5.9,4.1,8.9,6.6,6.5,5.6,5.9,4.9,6.5,6.5,6.4,8.7,6.4,5.5,4.1,3.8,1.2,2.5,36028,6.6,8.1,6.3,7.5,6.7,6,5.6,6.7,7.7,6,6.1,7.8,4.8,4.5,5,3,1.4,0.2
Elmore County,Alabama,TRUE,2014,41112,4.3,8.5,5,5.8,7.3,5.4,7.8,7.5,7.2,6.4,7.1,7.5,6.1,4.9,3.3,2.2,1.6,2.1,39865,8.8,7.5,4.2,7.5,8.7,4.9,6.4,6.2,6.4,7.5,6.5,6.5,5.2,5.9,2.7,2.5,1.2,1.4
Etowah County,Alabama,FALSE,2014,53340,5.5,5,6.1,6,6.9,5.4,5.8,6.7,5.8,6.7,6.8,7.2,6.8,6.9,3.7,3.5,2.4,2.8,50191,6.1,5.9,7.1,6.8,6.6,5.5,5.7,8,6,6.4,7.2,7.1,6.2,5,4.7,2.1,2,1.5
Houston County,Alabama,FALSE,2014,54378,5.7,6.1,6.1,5.9,6.4,6.2,6.6,6.4,6.4,6.2,7,7.3,5.9,5.2,4.4,3.8,1.9,2.2,49815,6.8,7.7,7.1,6.6,6.4,6.2,6.8,5.7,6.7,6.2,6.9,6.2,6.5,5.6,3.3,2.5,1.5,1.6
Jefferson County,Alabama,FALSE,2014,348654,6.2,6,6.1,5.9,6.2,7.5,7,6,6.8,6.1,6.9,7.2,6.3,5,3.2,2.8,2.3,2.6,312139,6.9,7.4,6.3,6.8,7,7.2,7.1,6.4,6.6,6,6.8,7.1,5.7,4.2,3.4,2.2,1.5,1.2
Lauderdale County,Alabama,FALSE,2014,48972,4.8,7.2,5,5,9.1,6,5.2,5.6,5.9,5.8,7,6.9,6.6,5.5,5.3,4,2.4,2.8,44124,6.1,7.4,4.6,5.3,9.9,5.7,6,6.5,5.5,6.3,6.9,6.7,6.4,4.2,6,2.8,2,1.5
Lee County,Alabama,TRUE,2014,78278,5.6,5.1,6.2,8.7,13.3,7.7,7.5,6.5,6.3,5.6,6,3.9,6.2,4,2.9,2.4,1.1,1,75977,6.1,5.9,6.7,8.9,16.1,7.5,6.7,5.1,7.4,5.2,5.8,4.9,4.5,3.6,2.4,1.5,1.3,0.3
Limestone County,Alabama,TRUE,2014,45171,5.7,4.7,10.1,4.4,6,5.3,7,4.9,8.7,7.1,8,6.5,6.1,5.8,3.3,2.9,2,1.4,45616,5.8,5.9,7,8.2,5.3,6.1,7.4,7.2,7.1,7.3,8.3,7.5,4.7,4.1,3.3,3.1,0.6,1
Madison County,Alabama,TRUE,2014,179916,5.4,6,6.4,6.2,6.8,7,6.7,5.5,6.8,6.9,8.4,6.4,6.1,4.2,3.9,2.7,2.3,2.3,170383,6.3,5.8,7.2,7,7.3,7.2,6.6,6.3,5.8,7.2,8.5,7.1,5.5,3.9,3.2,2,2.1,0.9
Marshall County,Alabama,TRUE,2014,48207,6.4,5.6,7.4,6.7,5.7,6,5.8,6,6.8,6.3,7,6,6.4,6.3,3.8,3.1,2.6,2.3,46429,6.8,7.2,7.2,7.8,6.1,5.8,6,6.9,6.9,6.5,6.7,5.1,6.8,4.2,4.8,2.9,1.3,0.9
Mobile County,Alabama,FALSE,2014,216667,6.4,6.7,5.7,6.1,6.9,6.9,6.4,5.8,6.2,6.5,7.2,6.9,6.2,5.4,3.6,2.7,1.8,2.7,198456,6.8,6.7,7.9,6.9,7.3,6.7,6.3,6.7,5.8,6.2,7.2,7.5,5.5,4.4,3.4,2.1,1.5,1.3
Montgomery County,Alabama,FALSE,2014,118493,6,6.7,5.5,6.4,7.8,7.5,6.9,6.7,5.9,6,6.7,6.4,6.3,5,3.2,3.6,1.8,1.7,107696,7.4,7.9,6.6,6.9,8.6,7.5,6.9,6.1,6.2,6.1,6.5,6.4,5.1,4.5,2.5,2.3,1.8,0.5
Morgan County,Alabama,FALSE,2014,62116,6.1,7.8,6.2,6.9,5.6,5.6,6.4,4.9,6.8,5.8,7,7.4,6.4,5.6,3.9,2.4,3.2,1.8,57491,5.8,5.8,7.6,5.2,6.6,6,7.6,5.8,6.7,7.1,8.5,6.6,7,5,3.5,2.3,1.7,1.3
St. Clair County,Alabama,TRUE,2014,43267,5.1,5,7.6,6,5.9,5.7,6.3,5.5,7.6,6.4,8.3,6.5,7.1,6.6,3.3,3.1,2.1,2.1,43430,6.4,6.1,7.4,7.7,5.3,6.3,6.9,6.9,6.8,7.6,7,6.6,5.4,5.7,3,2.8,1.3,1
Shelby County,Alabama,TRUE,2014,105576,5.5,7,6.3,6.4,5.7,6,7.1,8.4,6.6,6.5,7.4,6.4,6.4,5.7,3,2.8,1.1,1.8,101079,6.2,7.5,7.5,7.5,5.6,5.9,6.4,6.3,8.2,7.2,7.2,6.5,6,4.1,3.7,2.6,0.9,0.8
Talladega County,Alabama,FALSE,2014,41195,4.3,4.9,8.1,4.9,7.9,5.5,5,7.2,6.3,6.5,7.1,7.5,7.1,5.8,4.4,2.8,2.2,2.6,40127,6.6,7.7,5.3,7.4,6.5,4.7,5.6,5.6,10.5,6.2,5.7,7.3,6.6,5.4,3.6,2.5,1.3,1.3
Tuscaloosa County,Alabama,TRUE,2014,104729,5.8,4.9,6,11,10.8,7.1,6.4,5.2,6.6,5.5,5.6,6.5,5.5,3.7,3.3,2,1.6,2.5,97483,6.2,7.6,4.7,8.6,14.4,8.3,6.1,5.5,5.9,5.1,5.6,6.1,5.4,4.2,2.5,1.4,1.1,1.2
Walker County,Alabama,FALSE,2014,33898,5.3,6,6.2,6.1,5.4,5.1,5,4.3,8.4,6.1,8.1,8,6,5.9,5.3,4.6,2.6,1.7,31573,6.5,6.4,5.5,7,6.1,6.1,5.3,2.9,8.9,6.6,8.4,8,6.4,5.3,4.7,3.3,1.8,0.9
Anchorage Municipality,Alaska,FALSE,2014,147834,7.8,6.7,7.1,6.2,8.2,8.5,8,6.6,6.5,6,6.9,6.9,4.7,3.5,2.3,1.8,1.2,1.1,153176,6.7,6.8,7.1,6.8,10.2,9.6,7.7,7.1,5.4,6.2,6.8,7,4.5,3.1,2.2,1.4,0.7,0.5
